,Actual Low,Predicted Low,Actual High,Predicted High,Actual Avg Daily Temp,Predicted Actual Avg Daily Temp,DATE,STATION_CODES
27,33.333333333333336,38.244000000000156,45.300000000000004,51.8773333333338,38.5333333333333,45.59066666666692,2004-01-28,0
28,35.96666666666667,36.39233333333345,48.666666666666664,48.15566666666703,41.29999999999997,41.14433333333356,2004-01-29,0
29,37.93333333333334,32.44966666666684,48.333333333333336,49.236666666667155,42.26666666666664,40.81700000000029,2004-01-30,0
30,38.300000000000004,31.817333333333476,49.73333333333333,48.35466666666717,42.69999999999997,40.30866666666691,2004-01-31,0
31,36.699999999999996,36.56533333333344,45.699999999999996,51.663666666667176,40.599999999999966,43.94600000000026,2004-02-01,0
32,37.06666666666666,37.93600000000014,47.36666666666667,55.613000000000554,41.69999999999997,46.48066666666693,2004-02-02,0
33,40.06666666666666,38.21600000000018,49.63333333333333,54.42933333333388,44.33333333333329,45.88366666666688,2004-02-03,0
34,42.699999999999996,31.125333333333504,56.300000000000004,48.29500000000046,47.9333333333333,39.33600000000032,2004-02-04,0
35,39.333333333333336,33.7626666666668,55.63333333333333,47.3910000000004,45.76666666666663,41.41166666666699,2004-02-05,0
36,35.300000000000004,33.29300000000016,52.333333333333336,49.11433333333392,42.2333333333333,39.63766666666691,2004-02-06,0
37,31.633333333333336,32.85000000000013,48.300000000000004,52.81233333333372,38.73333333333329,39.761666666666905,2004-02-07,0
38,32.0,34.42433333333343,48.96666666666667,53.4540000000005,39.33333333333329,41.04033333333357,2004-02-08,0
39,33.666666666666664,31.84066666666682,51.300000000000004,56.645666666667395,40.99999999999996,41.127333333333645,2004-02-09,0
40,33.666666666666664,31.799000000000163,55.699999999999996,58.995666666667404,42.799999999999955,42.938000000000265,2004-02-10,0
41,33.666666666666664,34.264666666666784,60.666666666666664,58.996666666667444,44.899999999999956,43.360333333333635,2004-02-11,0
42,33.333333333333336,32.78333333333347,63.333333333333336,53.584333333333895,45.96666666666662,42.14066666666688,2004-02-12,0
43,33.699999999999996,30.26233333333349,62.666666666666664,52.98600000000054,45.89999999999995,40.741666666666994,2004-02-13,0
44,33.333333333333336,30.159333333333485,60.699999999999996,44.80400000000027,44.46666666666661,36.940000000000325,2004-02-14,0
45,30.03333333333333,26.33800000000012,55.333333333333336,43.97600000000024,40.2666666666666,35.790000000000255,2004-02-15,0
46,26.0,26.725666666666797,50.93333333333334,46.09900000000032,36.26666666666661,36.4106666666669,2004-02-16,0
47,22.7,29.75033333333342,46.900000000000006,43.6266666666669,33.133333333333276,36.77566666666688,2004-02-17,0
48,22.7,27.083000000000162,45.6,44.46433333333363,32.599999999999945,37.402333333333615,2004-02-18,0
49,22.7,25.440333333333484,45.6,47.68333333333366,32.599999999999945,36.62600000000028,2004-02-19,0
50,22.7,23.95066666666682,46.26666666666667,49.18733333333378,32.59999999999994,36.66000000000029,2004-02-20,0
51,20.999999999999996,30.344666666666832,50.26666666666667,48.861666666667006,33.8666666666666,38.64066666666699,2004-02-21,0
52,22.7,30.740666666666808,52.96666666666667,50.75566666666711,36.13333333333326,39.71266666666698,2004-02-22,0
53,25.03333333333333,29.415333333333482,55.96666666666667,52.732666666667164,38.833333333333265,41.01666666666697,2004-02-23,0
54,27.366666666666664,29.351666666666837,57.96666666666667,53.11700000000052,40.79999999999993,40.540333333333656,2004-02-24,0
55,28.0,32.422666666666785,59.96666666666667,51.79866666666709,42.13333333333327,41.13766666666693,2004-02-25,0
56,28.96666666666667,33.43333333333351,61.666666666666664,56.78000000000043,43.69999999999993,44.8726666666669,2004-02-26,0
57,31.333333333333332,36.16266666666678,64.0,49.162666666666816,46.39999999999993,43.228000000000264,2004-02-27,0
58,36.03333333333333,32.87000000000014,61.666666666666664,48.70633333333349,47.766666666666595,41.91200000000026,2004-02-28,0
59,37.06666666666666,34.544333333333405,59.300000000000004,53.49200000000039,47.233333333333256,43.602666666666956,2004-02-29,0
60,37.36666666666667,33.04466666666676,57.333333333333336,49.65133333333343,46.29999999999992,42.01300000000028,2004-03-01,0
61,35.666666666666664,33.53166666666676,57.03333333333333,48.715000000000174,45.233333333333256,41.07800000000023,2004-03-02,0
62,36.03333333333333,33.93066666666675,56.099999999999994,49.093000000000174,44.86666666666659,42.83866666666691,2004-03-03,0
63,35.73333333333333,33.504666666666765,54.03333333333333,49.64133333333365,44.066666666666585,41.73333333333357,2004-03-04,0
64,37.06666666666666,34.302333333333436,51.666666666666664,50.75900000000012,43.83333333333325,42.968666666666905,2004-03-05,0
65,38.0,33.42233333333344,51.666666666666664,50.79400000000009,44.36666666666658,41.92166666666686,2004-03-06,0
66,39.300000000000004,33.440666666666765,50.73333333333333,48.25700000000023,44.066666666666585,40.27333333333354,2004-03-07,0
67,36.96666666666667,32.33500000000013,50.4,47.916666666667,42.59999999999992,39.9176666666669,2004-03-08,0
68,35.36666666666667,31.49833333333343,46.73333333333333,45.43433333333356,39.96666666666659,38.56600000000025,2004-03-09,0
69,32.0,30.951666666666757,43.73333333333333,47.00866666666688,36.96666666666659,39.15200000000024,2004-03-10,0
70,29.666666666666668,30.984666666666744,44.36666666666667,47.108000000000146,36.03333333333326,39.577333333333534,2004-03-11,0
71,27.633333333333336,31.894666666666744,46.63333333333333,50.12133333333352,36.09999999999992,40.70033333333353,2004-03-12,0
72,27.0,32.85566666666678,48.6,48.96733333333351,37.13333333333326,41.0970000000002,2004-03-13,0
73,29.333333333333332,34.467666666666744,48.6,51.25200000000016,38.63333333333326,43.87266666666687,2004-03-14,0
74,32.666666666666664,33.813000000000066,50.0,48.89966666666685,41.03333333333325,42.06966666666692,2004-03-15,0
75,35.666666666666664,35.15600000000007,48.666666666666664,49.37466666666683,41.63333333333325,43.31366666666688,2004-03-16,0
76,35.0,31.80633333333344,51.03333333333333,48.78000000000009,41.93333333333325,39.04933333333349,2004-03-17,0
77,32.0,32.60100000000012,50.0,50.98100000000014,39.999999999999915,41.67166666666688,2004-03-18,0
78,29.333333333333332,32.77533333333347,53.0,52.092333333333436,40.29999999999992,43.72666666666683,2004-03-19,0
79,29.7,33.2933333333334,52.699999999999996,50.40100000000023,40.999999999999915,42.53266666666686,2004-03-20,0
80,34.03333333333333,34.43066666666676,55.03333333333333,55.73800000000034,44.36666666666658,43.82966666666692,2004-03-21,0
81,38.36666666666667,38.13166666666677,56.73333333333333,65.43766666666706,47.29999999999992,49.90733333333359,2004-03-22,0
82,41.36666666666667,35.650333333333435,62.06666666666666,55.84300000000028,50.89999999999992,45.557000000000244,2004-03-23,0
83,41.36666666666667,35.03133333333341,62.73333333333333,52.398666666666806,51.13333333333325,44.25133333333351,2004-03-24,0
84,40.333333333333336,33.91033333333344,60.699999999999996,54.138000000000254,49.46666666666658,43.22866666666689,2004-03-25,0
85,37.63333333333333,33.402333333333395,57.333333333333336,51.7846666666669,46.59999999999991,42.08233333333351,2004-03-26,0
86,35.300000000000004,34.648000000000096,59.0,52.48800000000014,46.16666666666658,44.50000000000019,2004-03-27,0
87,34.0,33.14233333333348,61.333333333333336,53.20266666666682,46.76666666666657,44.442000000000235,2004-03-28,0
88,34.0,36.279000000000096,61.699999999999996,52.71800000000008,47.16666666666657,45.28566666666688,2004-03-29,0
89,35.300000000000004,36.25000000000013,58.36666666666667,53.41333333333338,46.46666666666656,45.27666666666684,2004-03-30,0
90,36.6,37.94300000000009,55.73333333333333,52.462000000000074,45.96666666666656,44.48966666666686,2004-03-31,0
91,38.26666666666667,39.49833333333342,53.699999999999996,56.61666666666687,45.96666666666656,46.3843333333335,2004-04-01,0
92,40.63333333333333,35.43133333333343,54.333333333333336,53.63800000000009,47.26666666666656,44.848666666666816,2004-04-02,0
93,39.699999999999996,35.67066666666678,55.63333333333333,54.25700000000016,47.33333333333322,44.578666666666884,2004-04-03,0
94,38.4,39.33366666666676,57.666666666666664,55.17166666666676,47.53333333333322,46.54166666666681,2004-04-04,0
95,36.4,38.34300000000013,56.36666666666667,57.677666666666894,46.09999999999988,46.721000000000195,2004-04-05,0
96,37.699999999999996,38.01866666666676,58.06666666666666,58.03866666666694,47.66666666666655,50.30900000000025,2004-04-06,0
97,40.03333333333333,38.68266666666679,58.73333333333333,57.77566666666687,49.03333333333322,47.336333333333506,2004-04-07,0
98,41.06666666666666,38.678000000000125,60.699999999999996,56.93000000000013,50.46666666666655,47.00600000000017,2004-04-08,0
99,42.099999999999994,38.99066666666677,59.0,55.694666666666826,50.16666666666655,46.48800000000016,2004-04-09,0
100,42.099999999999994,40.799000000000134,57.300000000000004,61.29900000000029,49.466666666666555,49.06366666666691,2004-04-10,0
101,42.76666666666666,38.41333333333346,57.300000000000004,63.10066666666706,49.83333333333323,51.19800000000022,2004-04-11,0
102,43.43333333333333,40.93100000000015,60.96666666666667,65.9913333333338,51.999999999999886,52.23633333333363,2004-04-12,0
103,45.03333333333333,38.59333333333342,64.63333333333334,58.09166666666696,54.26666666666656,48.00833333333347,2004-04-13,0
104,44.36666666666667,36.8700000000001,66.33333333333333,53.907333333333625,54.399999999999885,45.86866666666691,2004-04-14,0
105,41.36666666666667,36.805000000000085,58.99999999999999,53.11533333333341,49.299999999999876,44.46700000000017,2004-04-15,0
106,37.06666666666666,35.424000000000085,53.36666666666665,52.60200000000008,44.63333333333321,43.84833333333353,2004-04-16,0
107,34.73333333333333,37.30500000000012,51.66666666666666,59.03666666666702,43.06666666666655,47.33900000000019,2004-04-17,0
108,35.36666666666667,36.757000000000154,58.633333333333326,64.41833333333378,46.66666666666655,50.64966666666695,2004-04-18,0
109,36.36666666666667,39.33233333333345,66.23333333333333,67.63300000000055,51.16666666666655,53.75800000000021,2004-04-19,0
110,39.36666666666667,38.49866666666673,71.93333333333332,55.63766666666683,55.23333333333321,44.90666666666686,2004-04-20,0
111,40.699999999999996,36.81500000000014,67.63333333333331,58.55066666666692,53.899999999999885,48.22866666666693,2004-04-21,0
112,41.36666666666667,37.9780000000001,64.99999999999999,63.50533333333374,52.56666666666655,49.45133333333356,2004-04-22,0
113,39.666666666666664,37.830000000000105,65.3,63.37733333333368,52.03333333333322,50.72233333333363,2004-04-23,0
114,39.300000000000004,37.48666666666675,71.63333333333333,63.91033333333381,54.96666666666655,52.98400000000038,2004-04-24,0
115,39.6,40.30733333333341,74.26666666666665,67.77600000000044,56.76666666666654,54.02066666666702,2004-04-25,0
116,41.300000000000004,40.30266666666677,73.29999999999998,74.09000000000044,57.133333333333205,57.06400000000038,2004-04-26,0
117,42.699999999999996,43.971333333333426,75.96666666666665,79.87800000000048,59.4333333333332,61.893666666666995,2004-04-27,0
118,46.43333333333333,39.428000000000075,79.99999999999999,73.04566666666716,62.59999999999987,53.947333333333674,2004-04-28,0
119,45.76666666666666,36.326666666666775,82.0,63.17500000000031,63.06666666666654,50.88633333333354,2004-04-29,0
120,43.699999999999996,36.156333333333436,79.33333333333333,59.43700000000023,60.39999999999987,47.01600000000026,2004-04-30,0
121,39.0,36.98000000000012,72.66666666666667,62.714666666666965,55.299999999999876,50.180666666666895,2004-05-01,0
122,37.300000000000004,37.855333333333434,70.33333333333333,72.57433333333387,53.63333333333321,56.31266666666687,2004-05-02,0
123,37.666666666666664,41.383666666666784,72.33333333333333,78.02666666666731,54.96666666666655,57.17533333333354,2004-05-03,0
124,39.36666666666667,40.500333333333444,77.96666666666665,76.18200000000056,58.53333333333321,57.85666666666687,2004-05-04,0
125,40.699999999999996,41.87266666666679,80.66666666666667,72.19133333333377,60.46666666666655,57.82033333333354,2004-05-05,0
126,41.36666666666667,43.88866666666675,78.96666666666665,71.16466666666706,60.33333333333321,55.47200000000024,2004-05-06,0
127,44.0,36.35133333333344,76.33333333333333,60.41300000000023,60.03333333333322,47.52100000000023,2004-05-07,0
128,42.666666666666664,37.72333333333345,71.63333333333334,67.99333333333384,57.06666666666655,52.462000000000195,2004-05-08,0
129,41.333333333333336,39.85666666666678,72.3,76.71266666666726,56.466666666666555,59.865000000000265,2004-05-09,0
130,38.699999999999996,42.208666666666744,75.96666666666665,72.05400000000053,57.399999999999885,55.517000000000195,2004-05-10,0
131,41.36666666666667,42.211000000000055,80.0,67.88000000000032,60.59999999999988,54.086333333333556,2004-05-11,0
132,43.06666666666666,40.28133333333346,79.33333333333333,74.6060000000006,60.96666666666655,56.40966666666691,2004-05-12,0
133,43.06666666666666,42.930333333333444,78.0,78.73366666666726,60.433333333333216,62.414666666666974,2004-05-13,0
134,43.4,47.966333333333466,82.3,78.49866666666728,63.23333333333321,66.0313333333336,2004-05-14,0
135,47.36666666666667,47.74800000000013,89.7,78.2866666666673,68.86666666666655,65.48733333333355,2004-05-15,0
136,51.333333333333336,48.61266666666681,92.7,80.893333333334,72.29999999999988,66.15566666666693,2004-05-16,0
137,54.63333333333333,42.73600000000011,95.06666666666668,63.3256666666671,74.23333333333322,54.145333333333575,2004-05-17,0
138,51.63333333333333,46.79133333333347,84.03333333333335,71.07466666666708,67.76666666666655,56.066000000000265,2004-05-18,0
139,50.96666666666667,47.49433333333348,76.00000000000001,71.62333333333376,63.36666666666656,57.68266666666692,2004-05-19,0
140,50.03333333333333,45.49366666666678,67.63333333333335,68.62600000000052,59.16666666666655,57.09500000000021,2004-05-20,0
141,52.36666666666667,46.47433333333349,67.9666666666667,68.34000000000052,60.06666666666655,56.470333333333556,2004-05-21,0
142,52.36666666666667,46.19000000000012,69.3666666666667,71.11666666666716,60.63333333333321,57.02733333333354,2004-05-22,0
143,51.699999999999996,44.601333333333486,66.6666666666667,71.31233333333387,58.99999999999988,59.56233333333363,2004-05-23,0
144,50.666666666666664,45.31566666666682,66.03333333333337,70.70266666666721,58.09999999999988,57.405333333333594,2004-05-24,0
145,49.333333333333336,44.097000000000136,64.33333333333339,66.01666666666715,56.53333333333321,56.0003333333336,2004-05-25,0
146,47.300000000000004,44.87366666666674,63.40000000000004,68.20800000000033,55.166666666666536,54.08266666666692,2004-05-26,0
147,46.333333333333336,44.74866666666675,62.00000000000005,66.27866666666688,53.8333333333332,53.00000000000019,2004-05-27,0
148,44.36666666666667,44.6220000000001,62.30000000000005,68.58766666666685,53.166666666666536,54.75666666666691,2004-05-28,0
149,43.4,44.43033333333349,66.60000000000005,77.66566666666712,54.89999999999987,60.04366666666703,2004-05-29,0
150,43.06666666666666,49.172000000000125,74.93333333333338,77.62900000000053,59.466666666666534,62.003333333333686,2004-05-30,0
151,46.73333333333333,49.458666666666794,77.6333333333334,78.86966666666729,62.76666666666654,63.71333333333375,2004-05-31,0
152,51.03333333333333,49.777666666666775,77.6333333333334,80.77133333333371,64.79999999999988,67.48633333333366,2004-06-01,0
153,54.666666666666664,47.183666666666774,77.00000000000007,76.1693333333338,65.59999999999988,62.960666666666896,2004-06-02,0
154,53.63333333333333,48.39200000000011,78.0333333333334,79.48466666666697,65.46666666666654,63.08766666666689,2004-06-03,0
155,51.96666666666667,49.7310000000001,81.70000000000006,78.43200000000041,66.6333333333332,64.52366666666703,2004-06-04,0
156,51.03333333333333,49.20533333333343,81.70000000000006,77.82300000000045,66.36666666666655,62.688333333333574,2004-06-05,0
157,51.4,46.82833333333345,81.3333333333334,72.46300000000028,66.06666666666655,59.699666666666914,2004-06-06,0
158,50.06666666666666,47.728000000000094,75.70000000000006,74.55233333333365,62.46666666666655,59.05833333333362,2004-06-07,0
159,47.699999999999996,48.29566666666678,74.36666666666673,79.54000000000039,60.86666666666654,65.16166666666697,2004-06-08,0
160,47.333333333333336,50.783333333333445,75.70000000000006,83.95966666666713,62.03333333333321,68.72033333333364,2004-06-09,0
161,51.300000000000004,50.19966666666681,81.70000000000006,80.61033333333376,66.83333333333321,66.99200000000035,2004-06-10,0
162,54.300000000000004,49.671666666666844,84.03333333333337,72.78866666666707,69.16666666666654,61.25200000000022,2004-06-11,0
163,54.666666666666664,52.13733333333347,80.36666666666672,76.85033333333377,67.16666666666654,61.36933333333368,2004-06-12,0
164,52.4,52.18300000000018,74.36666666666672,82.04466666666708,63.499999999999886,67.64033333333356,2004-06-13,0
165,53.36666666666667,51.006333333333544,72.70000000000005,80.69633333333371,63.19999999999988,66.0070000000003,2004-06-14,0
166,54.96666666666667,51.06700000000009,77.36666666666672,77.99266666666686,66.03333333333322,63.71800000000026,2004-06-15,0
167,54.6,47.751000000000104,81.66666666666671,72.02766666666692,67.63333333333321,60.18766666666693,2004-06-16,0
168,51.6,46.586666666666744,79.33333333333337,73.99200000000017,65.09999999999987,60.52766666666688,2004-06-17,0
169,48.6,48.35533333333343,76.33333333333337,73.84133333333347,62.466666666666534,60.82233333333354,2004-06-18,0
170,48.23333333333334,46.58800000000013,75.33333333333337,75.85000000000012,61.76666666666654,60.33866666666686,2004-06-19,0
171,47.56666666666667,46.87800000000015,78.03333333333337,78.61333333333346,62.733333333333206,62.87100000000016,2004-06-20,0
172,47.56666666666667,50.39200000000017,81.70000000000005,82.23266666666699,64.63333333333321,65.12266666666685,2004-06-21,0
173,48.6,50.45800000000024,85.36666666666672,86.99633333333382,67.0333333333332,69.56400000000019,2004-06-22,0
174,50.300000000000004,51.568333333333506,91.6666666666667,93.03566666666715,71.29999999999986,73.70866666666704,2004-06-23,0
175,54.333333333333336,56.39466666666679,98.33333333333337,94.84033333333396,76.59999999999987,75.80166666666695,2004-06-24,0
176,58.0,53.15633333333352,103.36666666666672,91.56400000000059,80.73333333333319,73.14166666666699,2004-06-25,0
177,59.96666666666667,59.24466666666687,102.40000000000005,93.68100000000044,81.56666666666652,76.67733333333362,2004-06-26,0
178,63.63333333333333,59.01933333333355,97.06666666666672,92.81300000000057,80.36666666666652,76.5333333333337,2004-06-27,0
179,63.96666666666667,56.99033333333345,93.70000000000005,94.35300000000043,79.03333333333319,76.2360000000003,2004-06-28,0
180,65.66666666666667,56.35333333333343,94.36666666666672,92.34466666666714,79.56666666666652,74.28900000000023,2004-06-29,0
181,63.03333333333334,53.94766666666675,95.36666666666672,90.14100000000032,78.96666666666653,73.3413333333336,2004-06-30,0
182,62.03333333333334,55.47933333333337,94.70000000000005,91.36200000000045,78.19999999999986,72.83100000000024,2004-07-01,0
183,61.366666666666674,53.92933333333342,93.30000000000003,89.00266666666707,77.19999999999986,72.88866666666692,2004-07-02,0
184,60.33333333333334,54.052666666666795,92.00000000000004,83.59333333333372,76.03333333333318,69.5130000000002,2004-07-03,0
185,59.30000000000001,49.01000000000013,90.70000000000005,76.96100000000038,74.46666666666651,64.41300000000022,2004-07-04,0
186,55.26666666666668,51.63766666666674,84.03333333333337,82.77700000000016,69.46666666666651,66.6793333333335,2004-07-05,0
187,53.30000000000001,54.85533333333344,84.03333333333337,89.89433333333358,68.63333333333317,73.51533333333356,2004-07-06,0
188,53.66666666666668,55.21133333333342,86.6666666666667,87.03100000000022,70.63333333333316,71.05500000000018,2004-07-07,0
189,58.06666666666667,52.29066666666674,93.03333333333337,84.14366666666709,75.49999999999983,72.86500000000022,2004-07-08,0
190,59.66666666666668,55.84466666666678,93.9666666666667,90.63866666666698,76.63333333333317,74.2820000000002,2004-07-09,0
191,59.30000000000001,57.06133333333342,91.33333333333337,86.76933333333359,75.06666666666649,71.21466666666691,2004-07-10,0
192,58.26666666666668,55.19833333333341,88.33333333333337,81.64433333333352,73.19999999999982,67.73066666666678,2004-07-11,0
193,57.966666666666676,55.823000000000064,85.70000000000005,90.49866666666705,71.76666666666648,74.21633333333352,2004-07-12,0
194,57.966666666666676,55.76433333333343,87.00000000000004,88.36133333333368,72.29999999999981,73.0763333333336,2004-07-13,0
195,57.966666666666676,57.440333333333385,90.30000000000003,88.57366666666692,73.99999999999982,72.52700000000023,2004-07-14,0
196,59.30000000000001,55.99200000000003,92.93333333333335,89.50600000000033,75.7999999999998,73.4423333333336,2004-07-15,0
197,59.66666666666668,54.08333333333339,93.23333333333335,85.63333333333354,75.96666666666647,72.11333333333357,2004-07-16,0
198,58.63333333333335,52.67800000000014,92.2666666666667,83.75433333333362,74.83333333333313,66.77766666666686,2004-07-17,0
199,56.30000000000001,55.90366666666672,91.33333333333337,89.32566666666702,73.33333333333313,73.27866666666694,2004-07-18,0
200,55.63333333333335,62.20966666666677,90.6666666666667,102.31433333333347,73.23333333333314,81.55900000000024,2004-07-19,0
201,59.30000000000001,61.12266666666671,95.36666666666672,96.24000000000028,77.53333333333315,78.33600000000017,2004-07-20,0
202,65.00000000000001,62.58400000000005,97.33333333333337,100.10166666666686,81.36666666666648,80.7780000000002,2004-07-21,0
203,70.0,62.45400000000007,102.40000000000005,97.65600000000023,85.93333333333312,78.3586666666668,2004-07-22,0
204,72.03333333333333,61.96233333333342,102.70000000000005,96.42200000000021,86.73333333333312,78.64400000000022,2004-07-23,0
205,70.33333333333334,59.898000000000074,104.6666666666667,96.30766666666706,86.69999999999978,76.68900000000023,2004-07-24,0
206,67.33333333333333,62.485666666666695,102.60000000000002,97.07200000000033,84.33333333333312,78.15333333333356,2004-07-25,0
207,65.3,60.118333333333396,100.60000000000002,91.34566666666706,82.56666666666645,76.04966666666692,2004-07-26,0
208,65.3,55.85400000000008,99.6666666666667,85.8770000000003,81.69999999999978,71.56433333333362,2004-07-27,0
209,63.29999999999999,53.03066666666677,96.36666666666672,77.5856666666668,78.66666666666644,64.47900000000014,2004-07-28,0
210,58.33333333333332,54.340666666666756,91.03333333333337,81.19433333333346,73.56666666666645,65.44166666666688,2004-07-29,0
211,53.66666666666666,50.01800000000012,84.66666666666671,73.06166666666682,68.36666666666645,60.25633333333353,2004-07-30,0
212,50.66666666666666,51.65833333333346,77.6666666666667,74.00733333333355,63.733333333333114,61.86933333333358,2004-07-31,0
213,49.633333333333326,50.67500000000011,73.36666666666672,73.06766666666682,61.03333333333311,59.206333333333575,2004-08-01,0
214,48.29999999999999,53.7353333333334,70.73333333333339,80.60133333333343,59.299999999999784,62.92866666666688,2004-08-02,0
215,48.96666666666666,59.65200000000005,72.03333333333337,83.51800000000027,60.56666666666646,69.69566666666691,2004-08-03,0
216,51.96666666666666,59.97600000000007,75.33333333333339,85.17900000000023,63.83333333333312,69.88166666666683,2004-08-04,0
217,55.99999999999999,59.89200000000005,78.63333333333337,81.17666666666695,67.36666666666646,68.74066666666688,2004-08-05,0
218,58.633333333333326,53.63933333333342,78.63333333333337,77.75766666666685,68.06666666666645,64.74266666666688,2004-08-06,0
219,57.033333333333324,53.11566666666675,76.26666666666671,82.6456666666669,66.19999999999978,65.8180000000002,2004-08-07,0
220,55.633333333333326,51.43866666666676,75.60000000000004,74.03733333333362,64.86666666666645,62.132000000000225,2004-08-08,0
221,52.633333333333326,49.187333333333456,75.30000000000004,72.31600000000022,63.133333333333105,58.35400000000014,2004-08-09,0
222,49.26666666666666,50.13766666666675,73.33333333333336,73.63700000000013,60.43333333333311,60.23433333333351,2004-08-10,0
223,46.26666666666666,53.55766666666678,70.70000000000003,83.63533333333348,58.266666666666445,65.83133333333349,2004-08-11,0
224,47.96666666666666,52.551666666666755,73.36666666666669,78.68500000000016,60.566666666666436,64.63700000000023,2004-08-12,0
225,51.33333333333332,49.332666666666725,77.03333333333336,72.95366666666685,63.566666666666436,60.96900000000018,2004-08-13,0
226,51.33333333333332,48.76200000000014,76.36666666666669,74.2320000000003,62.79999999999976,60.40033333333353,2004-08-14,0
227,48.033333333333324,48.915333333333436,70.06666666666668,75.93166666666684,58.333333333333094,61.94833333333353,2004-08-15,0
228,45.96666666666666,56.122000000000064,68.36666666666667,84.10833333333362,57.29999999999976,71.90933333333354,2004-08-16,0
229,50.36666666666665,61.07433333333338,74.00000000000001,87.29333333333354,62.566666666666436,73.92133333333348,2004-08-17,0
230,57.96666666666666,58.53966666666677,81.96666666666667,84.84400000000016,69.89999999999976,71.06166666666687,2004-08-18,0
231,62.66666666666666,55.88633333333341,85.33333333333333,79.8626666666668,73.3333333333331,67.47766666666683,2004-08-19,0
232,62.29999999999999,51.21733333333341,83.36666666666666,78.63866666666678,71.79999999999977,62.49333333333353,2004-08-20,0
233,58.33333333333332,52.00533333333342,80.7333333333333,75.6856666666668,68.36666666666643,63.13766666666687,2004-08-21,0
234,54.29999999999999,52.20400000000011,76.7333333333333,75.08733333333353,64.46666666666643,62.56133333333361,2004-08-22,0
235,51.29999999999999,53.268000000000086,73.06666666666665,76.4880000000001,61.39999999999976,62.03166666666695,2004-08-23,0
236,49.633333333333326,55.65333333333345,71.66666666666666,80.57900000000015,60.699999999999754,65.4113333333335,2004-08-24,0
237,53.66666666666666,56.892000000000145,75.3,89.68300000000028,64.66666666666642,73.13033333333357,2004-08-25,0
238,59.29999999999999,52.599666666666735,81.96666666666667,80.94800000000025,70.36666666666643,66.82200000000023,2004-08-26,0
239,60.96666666666666,48.80133333333344,86.36666666666667,74.24866666666681,72.26666666666642,59.824000000000154,2004-08-27,0
240,54.96666666666666,49.06533333333342,80.73333333333333,68.6266666666669,66.19999999999976,56.78300000000015,2004-08-28,0
241,45.96666666666666,49.63233333333349,71.73333333333333,75.0830000000003,57.866666666666426,62.592666666667064,2004-08-29,0
